County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
St. Lawrence,89,2013,13680,16,16,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Jefferson,45,2008,13636,7,NA,NA,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Essex,31,2016,12956,14,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Franklin,33,2017,12980,6,NA,NA,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Clinton,19,2002,12918,17,17,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Essex,31,2017,12870,22,22,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Warren,113,2013,12817,18,18,0,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Jefferson,45,2009,13622,22,NA,NA,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Jefferson,45,2006,13691,27,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Herkimer,43,2012,13431,16,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Franklin,33,2015,12983,41,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Clinton,19,2001,12934,7,NA,NA,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Lewis,49,2013,13433,23,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
St. Lawrence,89,2020,13617,62,62,0,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Lewis,49,2001,13327,26,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Lewis,49,2008,13626,20,NA,NA,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Herkimer,43,2013,13324,18,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Jefferson,45,2020,13679,10,10,0,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Warren,113,2007,12845,41,30,11,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Clinton,19,2014,12910,17,17,0,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Warren,113,2019,12815,9,9,0,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Essex,31,2011,12913,6,6,0,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Warren,113,2010,12824,7,6,0,NA,NA,NA,NA,NA,"(43.4853, -73.69194)","(43.555105, -73.838139)"
Herkimer,43,2009,13502,14,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Franklin,33,2009,12916,22,22,0,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
St. Lawrence,89,2019,13690,9,9,0,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Jefferson,45,2010,13608,19,17,0,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Herkimer,43,2007,13339,7,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Essex,31,2005,12950,7,NA,NA,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Lewis,49,2017,13648,7,7,0,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Warren,113,2016,12804,233,224,9,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Franklin,33,2020,12917,14,14,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
St. Lawrence,89,2004,13667,35,25,9,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Jefferson,45,2000,13605,27,11,16,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Lewis,49,2012,13343,24,24,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Clinton,19,2003,12923,6,NA,NA,0,0,0,0,0,"(44.952809, -73.933845)","(44.75271, -73.705648)"
Jefferson,45,2010,13685,22,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Essex,31,2001,12932,6,NA,NA,0,0,0,0,0,"(44.226627, -73.624732)","(44.108971, -73.777573)"
St. Lawrence,89,2012,13614,6,6,0,0,0,0,0,0,"(44.541243, -75.688955)","(44.488113, -75.074311)"
Essex,31,2015,12983,12,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Jefferson,45,2002,13618,7,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Jefferson,45,2008,13616,20,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2005,12946,29,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Clinton,19,2002,12972,52,NA,NA,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
St. Lawrence,89,2018,13680,11,NA,NA,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Lewis,49,2017,13433,19,19,0,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Jefferson,45,2014,13679,18,NA,NA,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Herkimer,43,2007,13350,84,68,14,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Essex,31,2019,12997,9,9,0,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Jefferson,45,2003,13616,9,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Jefferson,45,2008,13637,52,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Herkimer,43,2019,13407,41,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
St. Lawrence,89,2010,13642,103,93,8,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Essex,31,2016,12913,12,12,0,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
St. Lawrence,89,2001,13676,7,NA,NA,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Clinton,19,2014,12935,16,NA,NA,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Lewis,49,2018,13620,18,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Essex,31,2015,12944,23,NA,NA,NA,NA,NA,NA,NA,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Franklin,33,2016,13655,28,28,0,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Clinton,19,2006,12903,9,NA,NA,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Hamilton,41,2013,12842,8,8,0,0,0,0,0,0,"(43.746756, -74.262085)","(43.657879, -74.502456)"
Jefferson,45,2004,13650,8,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Warren,113,2020,12878,10,NA,NA,0,0,0,0,0,"(43.426602, -73.962388)","(43.555105, -73.838139)"
Essex,31,2020,12950,11,11,0,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Lewis,49,2007,13367,64,44,19,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Franklin,33,2014,12926,27,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Franklin,33,2017,12966,29,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Jefferson,45,2005,13679,9,NA,NA,NA,NA,NA,NA,NA,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Jefferson,45,2012,13673,41,41,0,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Essex,31,2017,12928,16,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Jefferson,45,2017,13608,19,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Essex,31,2000,12946,21,NA,NA,NA,NA,NA,NA,NA,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Lewis,49,2005,13309,10,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
St. Lawrence,89,2001,13662,92,79,13,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Warren,113,2005,12801,136,99,33,NA,NA,NA,NA,NA,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Jefferson,45,2019,13618,9,9,0,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Lewis,49,2004,13665,9,NA,NA,0,0,0,0,0,"(44.099422, -75.476914)","(43.786397, -75.442617)"
Jefferson,45,2018,13616,21,19,0,NA,NA,NA,NA,NA,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2013,12857,6,6,0,0,0,0,0,0,"(43.827352, -73.937295)","(44.108971, -73.777573)"
Jefferson,45,2006,13603,23,23,0,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Jefferson,45,2014,13634,33,NA,NA,NA,NA,NA,NA,NA,"(44.00616, -76.07107)","(44.0607, -75.9928)"
St. Lawrence,89,2014,13676,100,NA,NA,NA,NA,NA,NA,NA,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Clinton,19,2010,12992,26,NA,NA,0,0,0,0,0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Clinton,19,2001,12910,12,NA,NA,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
St. Lawrence,89,2013,13613,25,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Lewis,49,2006,13368,7,NA,NA,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
St. Lawrence,89,2019,13621,9,9,0,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
Warren,113,2010,12885,36,NA,NA,NA,NA,NA,NA,NA,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Essex,31,2010,12983,11,11,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Herkimer,43,2013,13420,6,6,0,0,0,0,0,0,"(43.650231, -74.989248)","(43.1631, -74.8741)"
Jefferson,45,2011,13650,8,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Jefferson,45,2007,13601,378,320,55,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
St. Lawrence,89,2009,13666,6,6,0,0,0,0,0,0,"(44.196954, -74.978374)","(44.488113, -75.074311)"
St. Lawrence,89,2008,13646,17,NA,NA,NA,NA,NA,NA,NA,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Jefferson,45,2013,13616,32,NA,NA,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
St. Lawrence,89,2019,13662,126,126,0,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Jefferson,45,2017,13605,67,NA,NA,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Lewis,49,2010,13309,19,NA,NA,NA,NA,NA,NA,NA,"(43.45308, -75.336)","(43.786397, -75.442617)"
Herkimer,43,2003,13331,7,NA,NA,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Franklin,33,2009,12917,7,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Essex,31,2008,12996,11,NA,NA,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
St. Lawrence,89,2015,13668,31,NA,NA,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Franklin,33,2007,12986,44,NA,NA,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Lewis,49,2011,13368,16,15,0,NA,NA,NA,NA,NA,"(43.63092, -75.34848)","(43.786397, -75.442617)"
St. Lawrence,89,2011,13676,74,NA,NA,NA,NA,NA,NA,NA,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Jefferson,45,2013,13619,121,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Lewis,49,2005,13620,11,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Warren,113,2002,12801,96,67,23,6,0,6,0.063,63,"(43.3089, -73.6446)","(43.555105, -73.838139)"
St. Lawrence,89,2014,13630,14,NA,NA,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Jefferson,45,2011,13606,35,NA,NA,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
St. Lawrence,89,2004,13676,63,55,8,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Herkimer,43,2006,13491,26,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Jefferson,45,2015,13624,23,23,0,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Herkimer,43,2013,13357,136,128,6,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
St. Lawrence,89,2006,12965,6,NA,NA,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
Lewis,49,2001,13620,16,10,6,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
St. Lawrence,89,2003,13617,56,48,8,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Essex,31,2015,12993,13,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Jefferson,45,2003,13619,75,56,19,0,0,0,0,0,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Warren,113,2004,12804,148,133,14,NA,NA,NA,NA,NA,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Clinton,19,2014,12985,6,6,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Essex,31,2019,12941,7,7,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Jefferson,45,2007,13612,15,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Essex,31,2015,12883,49,NA,NA,0,0,0,0,0,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Herkimer,43,2017,13416,22,22,0,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
St. Lawrence,89,2017,13667,52,NA,NA,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Jefferson,45,2004,13622,12,12,0,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Warren,113,2016,12885,55,NA,NA,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Jefferson,45,2020,13607,7,7,0,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
St. Lawrence,89,2009,13654,10,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Clinton,19,2006,12979,23,NA,NA,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Jefferson,45,2015,13691,34,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Lewis,49,2000,13433,11,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
St. Lawrence,89,2002,13642,95,66,26,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
St. Lawrence,89,2013,12967,6,NA,NA,0,0,0,0,0,"(44.761693, -74.654141)","(44.488113, -75.074311)"
Jefferson,45,2010,13602,111,NA,NA,NA,NA,NA,NA,NA,"(44.054057, -75.750531)","(44.0607, -75.9928)"
Essex,31,2005,12983,10,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Lewis,49,2013,13327,29,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Lewis,49,2012,13665,9,NA,NA,0,0,0,0,0,"(44.099422, -75.476914)","(43.786397, -75.442617)"
Lewis,49,2012,13367,81,NA,NA,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Herkimer,43,2013,13491,18,17,0,NA,NA,NA,NA,NA,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Jefferson,45,2004,13637,21,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Jefferson,45,2003,13661,7,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Essex,31,2020,12998,7,NA,NA,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
St. Lawrence,89,2020,13652,15,NA,NA,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Clinton,19,2017,12918,28,28,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
St. Lawrence,89,2008,13662,143,126,17,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Clinton,19,2016,12912,13,13,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Herkimer,43,2008,13357,113,88,25,0,0,0,0,0,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Franklin,33,2006,13655,46,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Clinton,19,2010,12901,129,NA,NA,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
St. Lawrence,89,2014,13681,21,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Clinton,19,2017,12981,36,36,0,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
St. Lawrence,89,2004,13654,11,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Franklin,33,2014,12989,9,NA,NA,NA,NA,NA,NA,NA,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Jefferson,45,2006,13661,6,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Franklin,33,2000,12983,28,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Jefferson,45,2014,13650,13,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Jefferson,45,2004,13661,11,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Jefferson,45,2012,13612,31,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Clinton,19,2001,12959,14,NA,NA,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
St. Lawrence,89,2010,13617,65,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Warren,113,2019,12845,32,31,0,NA,NA,NA,NA,NA,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Jefferson,45,2018,13634,41,41,0,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Essex,31,2003,12993,7,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Lewis,49,2009,13648,9,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Franklin,33,2011,12983,50,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Lewis,49,2004,13626,17,9,8,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Clinton,19,2000,12958,18,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Lewis,49,2011,13619,15,NA,NA,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Warren,113,2008,12801,104,85,19,0,0,0,0,0,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Jefferson,45,2011,13607,16,NA,NA,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Warren,113,2017,12853,11,NA,NA,NA,NA,NA,NA,NA,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Essex,31,2013,12870,13,NA,NA,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Herkimer,43,2011,13365,76,64,8,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Herkimer,43,2009,13324,18,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Jefferson,45,2010,13691,43,NA,NA,NA,NA,NA,NA,NA,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Jefferson,45,2016,13661,12,NA,NA,NA,NA,NA,NA,NA,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Warren,113,2011,12817,20,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Lewis,49,2019,13626,24,24,0,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Jefferson,45,2019,13637,102,102,0,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Franklin,33,2002,12926,7,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Franklin,33,2014,12957,19,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Jefferson,45,2000,13601,280,98,175,NA,NA,7,0.025,25,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Jefferson,45,2019,13650,14,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Lewis,49,2009,13433,12,NA,NA,NA,NA,NA,NA,NA,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Jefferson,45,2001,13624,30,19,10,NA,NA,NA,NA,NA,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Clinton,19,2016,12952,11,NA,NA,0,0,0,0,0,"(44.689167, -73.949444)","(44.75271, -73.705648)"
Warren,113,2015,12815,14,14,0,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
St. Lawrence,89,2000,13667,8,NA,NA,0,0,0,0,0,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Essex,31,2008,12993,10,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
St. Lawrence,89,2016,12965,6,NA,NA,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
Herkimer,43,2001,13357,114,88,24,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Franklin,33,2015,12914,16,16,0,0,0,0,0,0,"(44.953343, -74.599279)","(44.594374, -74.31067)"
Clinton,19,2012,12981,16,16,0,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Franklin,33,2015,12953,108,NA,NA,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Clinton,19,2017,12944,14,14,0,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Herkimer,43,2012,13454,11,NA,NA,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Warren,113,2017,12860,9,9,0,0,0,0,0,0,"(43.697539, -73.757282)","(43.555105, -73.838139)"
Warren,113,2001,12846,22,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Hamilton,41,2005,12842,13,NA,NA,NA,NA,NA,NA,NA,"(43.746756, -74.262085)","(43.657879, -74.502456)"
St. Lawrence,89,2015,13690,6,6,0,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Herkimer,43,2018,13357,107,NA,NA,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Clinton,19,2010,12919,16,NA,NA,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Essex,31,2009,12946,27,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Jefferson,45,2004,13605,37,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Clinton,19,2004,12944,7,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Jefferson,45,2011,13624,25,25,0,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Clinton,19,2010,12935,8,NA,NA,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Franklin,33,2005,12953,88,75,11,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Hamilton,41,2014,12164,7,7,0,0,0,0,0,0,"(43.557902, -74.357613)","(43.657879, -74.502456)"
Jefferson,45,2018,13619,147,NA,NA,0,0,0,0,0,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Franklin,33,2006,12966,13,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Essex,31,2006,12913,8,NA,NA,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Jefferson,45,2006,13624,20,NA,NA,NA,NA,NA,NA,NA,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Clinton,19,2014,12921,19,19,0,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Clinton,19,2014,12972,62,62,0,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Warren,113,2014,12843,16,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Essex,31,2003,12998,8,NA,NA,NA,NA,NA,NA,NA,"(44.086571, -73.536128)","(44.108971, -73.777573)"
Herkimer,43,2016,13365,99,91,6,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Clinton,19,2006,12921,23,NA,NA,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Franklin,33,2016,12917,12,12,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Herkimer,43,2012,13339,7,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Herkimer,43,2018,13439,9,9,0,0,0,0,0,0,"(42.85141, -74.988541)","(43.1631, -74.8741)"
Jefferson,45,2008,13619,128,111,15,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Clinton,19,2020,12962,65,NA,NA,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Lewis,49,2012,13648,7,7,0,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Clinton,19,2010,12962,36,36,0,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Herkimer,43,2015,13407,53,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Lewis,49,2002,13367,29,19,9,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Herkimer,43,2020,13329,22,22,0,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Jefferson,45,2012,13656,33,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
